"","date","no.fuc.q","cover","no.large.fuc.q","no.small.fuc.q","covcl.repro","dw.veg","dw.repro","apices.repro","apices.veg","perc.ra","oog.per.con","perc.rdw","no.concept.recp","oog.thalli","con.thalli","salinity","daily.min.sal","daily.max.sal","daily.sal.range","daily.med.sal","ph","daily.min.ph","daily.max.ph","daily.ph.range","daily.med.ph","water.temp","daily.min.wt","daily.max.wt","daily.wt.range","daily.med.wt","max.daily.sal.lt10","min.daily.sal.gt28","max.daily.ph.gt8","site","air.temp","daily.min.air","daily.max.air","daily.air.range","daily.med.air","max.daily.air.gt26","lag.no.large.fuc.q"
"19",2018-10-10,39.6,36.4,3,36.6,1,2.4681,2.8906,50.3,35.1,59.2180483118082,50.7777777777778,50.787789538915,406,1077686.66666667,28538,29.015,27.965,31.45,3.585,28.9825,7.785,7.77,7.8,0.0375000000000001,7.79,17.6525,16.155,18.165,2.01,17.65,0,12,12,"nd.eos",16.498725,13.5261,19.9438675,5.4188525,16.12533875,0,"5.2"
"20",2018-12-05,18.9,27,5.2,13.7,2.5,1.2685,0.8268,26.6,21.8,43.3237831624044,44.7777777777778,32.4183747533188,356.666666666667,342350.333333333,16447.3333333333,29.82,27.805,31.515,3.9225,29.76125,7.8,7.785,7.82,0.04,7.805,13.75,13.4875,13.95,0.5375,13.6825,0,11,11,"nd.eos",13.77935,11.670355,15.92647,4.158976,14.14940875,0,"3.0"
"21",2019-01-30,21.6,28.3,12.1,9.5,3,1.3712,0.5188,11.1,24.4,31.7066224729917,25.2222222222222,22.3551608172246,412,90319.5555555554,6624.66666666667,26.455,22.325,29.385,7.215,25.2075,7.865,7.82,7.91,0.04,7.87,11.775,11.46,12.23,0.98,11.785,0,0,0,"nd.eos",11.088875,9.68552,13.1896625,3.85047825,11.12571,0,"5.2"
"22",2019-02-20,18.9,28.9,2.7,16.2,2,2.5303,0.1787,5.8,46.9,16.6411169076892,17,4.75867321259775,163.666666666667,33894.1111111112,3071.33333333333,20.035,14.35,28.255,12.4825,18.32625,7.88,7.83,7.93,0.0999999999999996,7.88,11.97,11.525,12.555,0.9925,11.9225,0,0,0,"nd.eos",10.14484,8.2516405,12.46488,4.38356975,9.4716385,0,"12.1"
"23",2019-03-15,16.9,28.3,4.6,12.3,3,2.2784,0.5226,21.9,50.7,25.4320695646647,17,14.9970135803785,308,59873.7777777778,7044,10.87,6.5875,23.0875,13.4575,11.1925,7.95,7.8625,8.02,0.152499999999999,7.95,11.2975,10.8425,11.84,0.78,11.205,4,0,0,"nd.eos",10.068815,8.572711,11.702575,3.8319295,9.531135,0,"2.7"
"24",2019-04-11,23,22.1,7.9,15.1,3,2.0753,0.532,12.4,42.8,16.7804543594634,31.8888888888889,14.7685235421156,323.333333333333,109256,9482.66666666667,12.0625,8.075,25.74,15.5075,12.77,8,7.93,8.085,0.135000000000001,8.01,13.805,13.2175,14.075,0.8875,13.69,3,0,0,"nd.eos",12.669115,10.4283425,15.4998275,5.117814,12.47579,0,"4.6"
"25",2019-05-09,38.7,35.7,8.9,29.8,2,2.1057,1.2014,30.7,31.5,41.1868141683967,3.44444444444444,27.821886947093,341.333333333333,61150,19322.6666666667,15.445,10.75,27.6325,15.78,15.2325,8.03,7.96,8.085,0.1025,8.03,15.1825,12.95,16.1075,3.2,15.2425,0,0,0,"nd.eos",12.3174675,11.0811125,15.8913775,4.860977,11.9272825,1,"7.9"
"26",2019-06-09,19.3,21.2,5.2,14.1,3,2.6942,2.9833,64.6,31.3,59.7270538464109,11,45.581258642884,226.666666666667,90213.3333333333,20745.3333333333,19.365,13.915,27.8125,13.415,19.685,7.92,7.8775,7.96,0.0549999999999997,7.92,15.745,14.2125,16.9325,3.0825,15.7425,0,0,0,"nd.eos",12.51188,11.34215,15.52152,4.09274,12.49932875,1,"8.9"
"27",2019-07-21,20.8,15,2.6,18.2,3,1.6024,2.0675,31.5,13.6,62.1812939888456,25.3333333333333,45.0250637683385,297.333333333333,30833,2492,25.815,22.2125,29.8075,7.6925,25.745,7.92,7.56,7.92,0.124999999999999,7.81,17.55,15.2925,18.6525,3.27,17.49375,0,0,0,"nd.eos",14.6504,12.65319,18.09561,5.1445725,14.338485,0,"5.2"
"28",2019-08-04,19,17.4,2.7,16.3,2,1.8058,1.6752,31.2,16.6,62.9435214882378,14,43.6615832008545,258,73592.8888888888,10223.3333333333,26.16,22.68,29.9175,6.3325,26.36125,7.47,7.41,7.41,7.41,7.41,17.68,15.4875,15.4875,15.4875,15.4875,0,0,0,"nd.eos",14.692785,13.266905,18.8654025,5.339155,14.43903125,1,"2.6"
"29",2019-09-12,17.8,17,1.9,15.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2775,24.595,30.76,6.2775,27.345,7.84,7.825,7.825,7.825,7.825,19.31,17.3575,17.3575,17.3575,17.3575,0,0,0,"nd.eos",17.23814,15.2186525,21.44355,6.063785,6.063785,2,"2.7"
"30",2018-06-15,34.3,29.8,NA,NA,2,2.2964,0.6285,24.125,53,21.1995074852218,12.1111111111111,12.782955507118,193.666666666667,62798.7777777777,10240.6666666667,29.1,28.7,30,1.2,29,8,7.9,8.3,0.4,8.0375,16.85,14.4,18.975,4.325,16.6875,7,27,29,"by.rb",12.35,NA,NA,NA,NA,30,"NA"
"31",2018-07-16,128.2,52.7,10.9,117.3,2,2.5721,0.4581,14.9,64.3,12.955427339889,4.66666666666668,8.97562110625184,200,13815.1111111111,6976,31.1,30.5,31.5,0.699999999999999,30.975,7.9,7.8,8,0.175,7.9,17.6,16.25,19.325,3.25,17.625,9,30,6,"by.rb",13.475,NA,NA,NA,NA,30,"NA"
"32",2018-08-06,119.9,38.4,12.9,107,4,3.4752,1.0841,18.3,74.4,17.5410929133971,8.44444444444442,17.1001838856863,282,26579.111111111,5470.66666666667,30.9,30.675,31.2,0.449999999999999,30.9,7.9,7.8,8,0.100000000000001,7.9,19.15,17.8,19.95,2.325,19.15,0,30,4,"by.rb",13.8,NA,NA,NA,NA,30,"10.9"
"33",2018-09-10,102.4,52.4,4.8,97.6,1,4.2065,0.356333333333333,6.6,63.9,7.52654480595657,11.2222222222222,5.25886682579841,179.333333333333,23930.2222222222,3139.33333333333,31.8,31.75,31.925,0.275000000000002,31.8,7.9,7.7,7.9,0.2,7.9,18.2,17.35,19.4,1.8,18.275,7,27,6,"by.rb",14.1,NA,NA,NA,NA,28,"12.9"
"34",2018-10-09,49.9,47.5,8.9,41,1,9.2224,2.9664,73.9,152.2,29.5443404818578,23.2222222222222,23.5044667643068,291.333333333333,386300.888888889,24840,31.7,31.5,31.9,0.300000000000001,31.7,7.9,7.8,8,0.15,7.9,18.2,17.4,19.3,1.85,18.35,0,30,8,"by.rb",14.65,NA,NA,NA,NA,30,"4.8"
"35",2018-11-06,33.2,61.5,10.2,23,2,7.337,3.521,78.8,91.4,43.8850524515228,25.7777777777778,29.0074512390104,367.333333333333,382297.777777778,28466.6666666667,31.6,31.4,31.7,0.199999999999999,31.525,7.9,7.9,8,0.100000000000001,7.9,16.9,16.3,17.5,1.15,16.9,0,30,4,"by.rb",14.6,NA,NA,NA,NA,30,"8.9"
"36",2018-12-04,26.4,53.5,8.1,18.3,2,3.684,0.8919,33,55.5,29.5146615752001,47,14.6673269941759,345.333333333333,311427.777777778,13362.6666666667,31.4,31.3,31.6,0.400000000000002,31.4,7.9,7.8,8,0.199999999999999,7.9,13.2,13.15,13.5,0.575,13.325,0,30,11,"by.rb",13.7,NA,NA,NA,NA,30,"10.2"
"37",2019-01-31,19.6,42.3,4,15.6,2,2.893,0.1291,3.9,58.3,4.48466632298315,55.111111111111,2.56926152815183,167.333333333333,60958.4444444443,1490.66666666667,28.025,27.275,28.675,1.225,27.8125,7.9,7.9,7.9,0.0499999999999998,7.9,12,11.8,12.25,0.374999999999999,11.9625,0,13,4,"by.rb",11.875,NA,NA,NA,NA,30,"8.1"
"38",2019-02-21,17.4,39.1,7.2,10.2,2,3.3092,0.1633,6.3,68,5.25358671029449,28.1111111111111,2.45863693431041,244.666666666667,82913.3333333333,5530,24.4,24.1,24.775,1.55,24.4125,7.9,7.9,7.9,0.0999999999999996,7.9,12,11.625,12.275,0.600000000000001,11.975,0,0,3,"by.rb",10.45,NA,NA,NA,NA,30,"4.0"
"39",2019-03-14,18.1,44.1,10.3,7.8,2,4.0094,0.2845,9.3,69.6,9.73509542447726,29.2222222222222,5.07044378040752,340,100561.888888889,8235.33333333333,18.7,17.75,19.375,1.625,18.2,8,7.9,8,0.0749999999999997,7.975,11.7,11.5,11.85,0.449999999999999,11.7,0,0,5,"by.rb",10.375,NA,NA,NA,NA,30,"7.2"
"40",2019-04-09,17,49.1,7.9,9.1,2,5.9182,0.3883,11.6,88.2,9.76056495418357,23.3333333333333,5.50368015624486,302.333333333333,48415,6584.33333333333,18.9,18.05,19.825,1.45,18.7625,8.1,8,8.225,0.225,8.1,13.8,13.65,14.75,0.75,13.875,0,0,27,"by.rb",12.6,NA,NA,NA,NA,30,"10.3"
"41",2019-05-08,44.2,43.2,6.2,38,2.5,5.2387,0.9579,37.3,102.5,17.9204023733361,1.77777777777778,10.3509385347999,357.333333333333,8695.33333333333,9808,21.225,20.65,21.925,1.825,21.2375,8.2,7.925,8.4,0.5,8.2,15.35,14.55,16.9,2.125,15.5,0,0,30,"by.rb",11.8,NA,NA,NA,NA,30,"7.9"
"42",2019-06-08,10.5,23.9,3.4,7.1,2.5,7.6804,2.0539,64.2,139.5,19.7225076969206,9.11111111111112,12.4524501527057,343,219347.333333334,42421.6666666667,24.6,23.975,26.2,2.05,24.5,7.9,7.8,8.025,0.274999999999999,7.95,16.325,15.3,17.675,2.325,16.6,0,0,15,"by.rb",12.3,NA,NA,NA,NA,30,"6.2"
"43",2019-07-20,45.2,6.8,0.7,44.5,1,1.9294,0.088,3,32.1,5.0243915600885,3.33333333333333,2.08794748650706,188,1346.66666666667,1892.66666666667,27.7,27.35,28.9,1.6,27.7,8,7.8,8.1,0.275,8,18.2,16.6,19.45,3.1,18.375,0,5,18,"by.rb",13.425,NA,NA,NA,NA,30,"3.4"
"44",2019-08-04,60,8.1,0.6,59.4,1,1.2789,0.2807,9.2,26.4,6.95835884874464,12.8333333333333,4.35552378574523,157,36433.9999999999,6627,28.7,28.3,29.4,1.35,28.6375,7.9,7.8,8,0.2,7.9,18.2,16.65,19.675,3.075,18.3875,2,19,13,"by.rb",13.9,NA,NA,NA,NA,30,"0.7"
"45",2019-09-12,50.4,14.1,1.2,49.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.75,29.45,30.125,0.85,29.7,8,7.9,8.1,0.199999999999999,8,19.55,18.125,20.95,2.875,19.5,0,30,22,"by.rb",15.7,NA,NA,NA,NA,30,"0.6"
"46",2018-06-15,26.4,24.6,NA,NA,2.5,1.502,1.2285,30.2,14,35.3837410427477,38.6666666666666,24.0655707150213,431,456428.666666666,20941,30.954,29.4915,31.51475,2.0395,30.969875,NA,NA,NA,NA,NA,13.465,12.815,14.975,2.0375,13.4925,0,30,NA,"hs.fp",12.35,NA,NA,NA,NA,30,"NA"
"47",2018-07-16,18.7,15.7,4,14.7,3,1.8396,1.19,21.1,20.3,22.0345229555237,30.3333333333333,15.9532401402078,317.333333333333,328095.666666667,16182,31.303,30.5585,31.895,1.35,31.32325,NA,NA,NA,NA,NA,15.085,14.28,16.1,1.675,15.055,0,29,NA,"hs.fp",13.475,NA,NA,NA,NA,30,"NA"
"48",2018-08-06,25.5,22.9,11.2,14.3,4,2.1238,1.3822,22.8,20.2,35.8690476190476,16.1111111111111,23.4401013659695,214,99402.3333333332,10658,31.55975,30.7705,32.0435,1.315,31.492875,NA,NA,NA,NA,NA,16.06,15.3825,16.96,1.5725,16.06625,0,8,NA,"hs.fp",13.8,NA,NA,NA,NA,30,"4.0"
"49",2018-09-10,15.6,25,6.8,8.8,1,1.912,0.46775,17.6,26.2,22.0342303777911,44.1111111111111,13.3043601047504,428,419690.666666667,20180,32.1435,31.73,32.3305,0.633500000000002,32.144,NA,NA,NA,NA,NA,16.12,15.655,16.53,0.860000000000003,15.975,0,23,NA,"hs.fp",14.1,NA,NA,NA,NA,28,"11.2"
"50",2018-10-09,26.4,37,5.2,21.2,1.5,3.9301,2.3831,32.3,36.9,43.3073361549495,18.4444444444444,33.6924986257733,455.333333333333,130327.444444444,14191.3333333333,32.04275,31.53525,32.2435,0.665250000000002,32.044,NA,NA,NA,NA,NA,15.8375,15.37,16.3375,0.894999999999998,15.84375,0,30,NA,"hs.fp",14.65,NA,NA,NA,NA,30,"6.8"
"51",2018-11-06,12.2,23.9,5.3,6.9,2,3.2271,2.3626,38.9,34,40.3062896102184,41.3333333333333,30.1874951149873,560.666666666667,1135680.88888889,41856.6666666667,30.2495,29.946,30.5075,0.480249999999998,30.378125,NA,NA,NA,NA,NA,15.8,15.48,16.1675,0.72,15.7975,0,30,NA,"hs.fp",14.6,NA,NA,NA,NA,30,"5.2"
"52",2018-12-04,7.2,15.9,2.9,4.3,1.5,1.4696,0.6279,9.7,16.5,31.9491457052433,24.5555555555556,23.6954681057379,339.333333333333,14653,1430,29.9,29.8025,30,0.275000000000002,29.89,NA,NA,NA,NA,NA,13.7975,13.73,13.875,0.32,13.825,0,25,NA,"hs.fp",13.7,NA,NA,NA,NA,30,"5.3"
"53",2019-01-31,23.5,35.7,10.2,13.3,2.5,3.4509,0.414,14.7,56.5,15.442087819201,25.6666666666667,8.25081255588385,416.666666666667,100305.222222222,6694,30.372,29.0315,31.359,2.53775,30.679875,NA,NA,NA,NA,NA,12.22,12.1525,12.5625,0.534999999999999,12.2925,0,20,NA,"hs.fp",11.875,NA,NA,NA,NA,30,"2.9"
"54",2019-02-21,19.2,24.7,4.4,14.8,2,2.91133333333333,0.128333333333333,3.66666666666667,25.4444444444444,11.1649893393663,27.2222222222222,4.19968652820139,171.333333333333,29931.7777777778,1412.66666666667,27.9665,24.69875,29.70175,4.989,28.4055,NA,NA,NA,NA,NA,12.495,12.22,12.785,0.5675,12.53,0,2,NA,"hs.fp",10.45,NA,NA,NA,NA,30,"10.2"
"55",2019-03-14,20.2,38.5,7.9,12.3,2,3.4296,0.3972,11.9,41.2,19.8222816022884,45.8888888888889,10.6292897570023,437.333333333333,188142.222222222,8021.33333333333,23.856,18.99675,27.65475,9.11375,24.5105,NA,NA,NA,NA,NA,11.91,11.5425,12.2975,0.6225,11.92875,0,0,NA,"hs.fp",10.375,NA,NA,NA,NA,30,"4.4"
"56",2019-04-09,25.6,37.5,8.9,16.7,2.5,3.4382,1.8509,39.3,53.6,35.3956173380972,49.5555555555556,27.2075260373456,642.666666666667,687422,25658,22.26475,17.503,26.98225,8.93675,24.0705,NA,NA,NA,NA,NA,13.31,13.0125,13.6825,0.6525,13.2875,0,0,NA,"hs.fp",12.6,NA,NA,NA,NA,30,"7.9"
"57",2019-05-08,19.1,44,12.5,6.6,5,3.47822222222222,3.922,91.6666666666667,34.1111111111111,70.9624919718712,54.5555555555556,49.5867870848665,553.333333333333,2036749.33333333,72976,24.983,20.46275,29.29975,8.70975,25.575,NA,NA,NA,NA,NA,13.93,12.1525,15.1,2.305,13.89125,0,0,NA,"hs.fp",11.8,NA,NA,NA,NA,30,"8.9"
"58",2019-06-08,13.1,25,7.7,5.4,5,3.8844,4.6958,98.5,50.2,64.9047310926217,38.6666666666667,52.4393326299934,317.333333333333,655863.555555555,36145.3333333333,27.823,24.1,29.8405,5.836,27.904125,NA,NA,NA,NA,NA,14.4,13.865,15.7725,1.9725,14.39,0,1,NA,"hs.fp",12.3,NA,NA,NA,NA,30,"12.5"
"59",2019-07-20,12.1,24.5,6.7,5.4,5,5.7831,2.2365,50.7,57.6,37.4603744364035,26.5555555555555,22.5225239547658,324,264993.111111111,24086.6666666667,29.2,27.15,30.75,2.9,29.4,NA,NA,NA,NA,NA,15.2,14.25,16.75,2.4,15.075,0,7,NA,"hs.fp",13.425,NA,NA,NA,NA,30,"7.7"
"60",2019-08-04,13.9,22.3,3.6,10.3,2.5,2.4939,1.3362,32.4,30.2,38.4140472049226,34.6666666666667,25.7233897106093,230.666666666667,333053.333333333,15615.3333333333,27.7,26.35,28.2,1.9,27.575,NA,NA,NA,NA,NA,15.3,14.3,16.6,2,15.0625,0,7,NA,"hs.fp",13.9,NA,NA,NA,NA,30,"6.7"
"61",2019-09-12,12.2,15.8,3.3,8.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,26.575,28.05,1.375,27.575,NA,NA,NA,NA,NA,16.8,16.25,17.975,1.7,16.8,0,0,NA,"hs.fp",15.7,NA,NA,NA,NA,30,"3.6"
