"","date","max.daily.sal","min.daily.sal","daily.med.sal","daily.sal.range","max.daily.do","min.daily.do","daily.med.do","daily.do.range","max.daily.ph","min.daily.ph","daily.med.ph","daily.ph.range","max.daily.wt","min.daily.wt","daily.med.wt","daily.wt.range"
"1",2017-01-01,27.74,17.27,20.815,10.47,8.97,7.73,8.555,1.24,7.85,7.82,7.84,0.0299999999999994,10.75,9.695,9.9725,1.055
"2",2017-01-02,28.07,17.015,22.61,11.055,8.975,7.88,8.495,1.095,7.86,7.82,7.85,0.04,10.73,9.77,10.13,0.960000000000001
"3",2017-01-03,27.92,17.175,22.3875,10.745,9.105,7.875,8.61,1.23,7.855,7.83,7.85,0.0250000000000004,10.715,9.71,10.135,1.005
"4",2017-01-04,28.39,16.54,20.4425,11.85,9.33,8.01,8.81,1.32,7.86,7.84,7.85,0.0200000000000005,10.755,10.045,10.2625,0.710000000000001
"5",2017-01-05,29.615,14.315,17.2525,15.3,9.38,8.095,9.1575,1.285,7.89,7.82,7.85,0.0699999999999994,10.925,9.63,9.99,1.295
"6",2017-01-06,29.32,14.78,16.355,14.54,9.34,8.125,9.165,1.215,7.9,7.82,7.84,0.0800000000000001,10.865,9.445,9.765,1.42
"7",2017-01-07,29.775,14.735,17.1575,15.04,9.49,8.085,9.29,1.405,7.91,7.83,7.85,0.0800000000000001,10.86,9.27,9.565,1.59
"8",2017-01-08,29.575,16.035,21.45,13.54,9.545,8.28,8.88,1.265,7.92,7.86,7.875,0.0599999999999996,10.925,9.465,10.23,1.46
"9",2017-01-09,29.975,16.11,21.245,13.865,9.42,8.36,8.98,1.06,7.94,7.865,7.875,0.0750000000000002,11.255,10.33,10.6175,0.925000000000001
"10",2017-01-10,28.925,12.99,22.25,15.935,9.715,8.5,8.8475,1.215,7.94,7.845,7.9,0.0950000000000006,11.3,10.18,10.88,1.12
"11",2017-01-11,28.26,10.935,15.86,17.325,9.82,8.54,9.43,1.28,7.94,7.86,7.8875,0.0800000000000001,11.42,10.445,10.81,0.975
"12",2017-01-12,26.19,6.185,9.3825,20.005,10.03,8.585,9.805,1.445,7.95,7.8,7.86,0.15,11.415,10.14,10.465,1.275
"13",2017-01-13,22.575,3.435,5.635,19.14,10.04,8.72,9.82,1.32,7.93,7.715,7.77,0.215,11.15,9.92,10.43,1.23
"14",2017-01-14,23.28,2.495,4.6175,20.785,9.745,8.66,9.35,1.085,7.93,7.59,7.6725,0.34,11.25,9.89,10.415,1.36
"15",2017-01-15,23.69,2.11,4.62,21.58,9.42,8.465,9.25,0.955,7.94,7.51,7.625,0.430000000000001,11.305,9.89,10.17,1.415
"16",2017-01-16,22.41,2.1,4.645,20.31,9.375,8.435,9.295,0.94,7.925,7.46,7.58,0.465,11.22,9.655,9.83,1.565
"17",2017-01-17,20.235,2.37,5.24,17.865,9.38,8.465,9.285,0.915000000000001,7.91,7.43,7.555,0.48,11.005,9.61,9.74,1.395
"18",2017-01-18,12.575,2.75,5.83,9.825,9.62,8.955,9.37,0.664999999999999,7.82,7.48,7.5925,0.34,10.205,9.38,9.61,0.824999999999999
"19",2017-01-19,13.79,4.35,9.935,9.44,9.795,8.88,9.405,0.914999999999999,7.83,7.58,7.76,0.25,10.33,9.56,9.93,0.77
"20",2017-01-20,24.905,4.48,7.145,20.425,9.96,8.335,9.54,1.625,7.95,7.58,7.68,0.37,11.26,9.56,9.88,1.7
"21",2017-01-21,12.11,3.91,5.94,8.2,9.99,9.14,9.64,0.85,7.8,7.63,7.6825,0.17,10.17,9.43,9.715,0.74
"22",2017-01-22,9.91,2.475,5.67,7.435,10.265,9.47,10.04,0.795,7.79,7.64,7.73,0.15,10,9.36,9.655,0.640000000000001
"23",2017-01-23,9.42,2.905,4.55,6.515,10.275,9.515,10.015,0.76,7.815,7.65,7.685,0.165,10.1,9.265,9.54,0.834999999999999
"24",2017-01-24,10.97,2.655,4.045,8.315,10.175,9.49,10.0875,0.685,7.82,7.64,7.69,0.180000000000001,10.1,9.23,9.525,0.869999999999999
"25",2017-01-25,9.22,2.745,4.84,6.475,10.2,9.55,9.93,0.649999999999999,7.84,7.66,7.7,0.18,10.25,9.355,9.575,0.895
"26",2017-01-26,10.65,3.19,6.175,7.46,9.995,9.39,9.675,0.604999999999999,7.865,7.66,7.74,0.205,10.42,9.55,9.94,0.869999999999999
"27",2017-01-27,15.53,3.735,7.025,11.795,9.76,8.9,9.52,0.859999999999999,7.91,7.64,7.74,0.27,10.67,9.44,10.03,1.23
"28",2017-01-28,21.285,4.025,8.26,17.26,9.58,8.47,9.41,1.11,7.93,7.62,7.74,0.31,11.16,9.67,10.095,1.49
"29",2017-01-29,25.28,4.425,8.87,20.855,9.61,8.3,9.365,1.31,7.97,7.64,7.7775,0.33,11.49,9.77,10.235,1.72
"30",2017-01-30,25.69,5.645,10.55,20.045,9.525,8.305,9.2975,1.22,7.98,7.66,7.7875,0.32,11.55,9.855,10.3,1.695
"31",2017-01-31,25.74,6.18,10.91,19.56,9.405,8.265,9.22,1.14,7.98,7.67,7.815,0.31,11.57,10.035,10.5,1.535
"32",2017-02-01,26.33,7.14,10.095,19.19,9.49,8.28,9.37,1.21,7.92,7.655,7.7375,0.265,11.64,10.065,10.46,1.575
"33",2017-02-02,26.12,6.785,10.6525,19.335,9.56,8.34,9.38,1.22,7.93,7.64,7.75,0.29,11.6,9.88,10.41,1.72
"34",2017-02-03,27.45,9.215,14.075,18.235,9.48,8.24,9.155,1.24,7.93,7.7,7.82,0.23,11.71,10.365,10.92,1.345
"35",2017-02-04,27.76,7.42,14.75,20.34,9.735,8.43,9.22,1.305,7.93,7.7,7.825,0.23,11.9,10.715,11.02,1.185
"36",2017-02-05,28.48,6.61,9.52,21.87,9.73,8.41,9.54,1.32,7.94,7.67,7.7325,0.27,12.04,10.73,10.9975,1.31
"37",2017-02-06,27.965,5.895,16.6825,22.07,9.82,8.455,9.0925,1.365,7.94,7.66,7.865,0.28,12.055,10.94,11.495,1.115
"38",2017-02-07,29.15,7.32,16.2,21.83,9.855,8.52,9.205,1.335,7.96,7.74,7.875,0.22,12.43,11.24,11.67,1.19
"39",2017-02-08,29.985,5.255,8.3125,24.73,9.895,8.49,9.725,1.405,7.96,7.72,7.785,0.24,12.48,11.555,11.685,0.925000000000001
"40",2017-02-09,29.505,3.58,11.685,25.925,9.965,8.51,9.2575,1.455,7.96,7.71,7.85,0.25,12.58,11.67,12.0625,0.91
"41",2017-02-10,23.645,2.595,5.53,21.05,10,8.72,9.71,1.28,7.94,7.7,7.74,0.24,12.45,11.715,11.96,0.734999999999999
"42",2017-02-11,16.98,1.88,3.73,15.1,9.71,8.955,9.6275,0.755000000000001,7.89,7.62,7.695,0.27,12.89,11.71,12.23,1.18
"43",2017-02-12,16.395,1.29,2.715,15.105,9.565,8.87,9.5175,0.695,7.9,7.53,7.62,0.37,13.125,11.69,12.26,1.435
"44",2017-02-13,13.09,1.035,2.2475,12.055,9.56,8.94,9.49,0.620000000000001,7.84,7.44,7.54,0.399999999999999,12.38,11.56,12.055,0.82
"45",2017-02-14,4.96,1.17,1.93,3.79,9.64,9.32,9.45,0.32,7.6,7.43,7.505,0.17,12.235,11.42,11.9475,0.815
"46",2017-02-15,6.205,0.84,2.265,5.365,9.57,9.22,9.485,0.35,7.59,7.4,7.46,0.19,12.06,11.55,11.7375,0.51
"47",2017-02-16,11.21,1.26,3.46,9.95,9.76,9.03,9.47,0.73,7.76,7.42,7.5,0.34,12.04,11.625,11.79,0.414999999999999
"48",2017-02-17,4.22,1.18,2.02,3.04,9.805,9.405,9.54,0.4,7.56,7.4,7.505,0.159999999999999,11.895,11.56,11.745,0.334999999999999
"49",2017-02-18,5.22,1.355,2.75,3.865,9.84,9.39,9.69,0.449999999999999,7.63,7.48,7.57,0.149999999999999,12.04,11.545,11.805,0.494999999999999
"50",2017-02-19,9.39,0.865,1.5975,8.525,10.15,9.205,9.99,0.945,7.73,7.53,7.57,0.2,11.75,11.03,11.375,0.720000000000001
"51",2017-02-20,5.54,0.81,1.5275,4.73,10.23,9.73,10.14,0.5,7.71,7.59,7.625,0.12,11.59,11.1,11.285,0.49
"52",2017-02-21,7.37,0.69,1.44,6.68,10.29,9.595,10.235,0.694999999999999,7.78,7.63,7.65,0.15,11.61,11.01,11.3575,0.6
"53",2017-02-22,6.27,0.645,1.07,5.625,10.24,9.76,10.185,0.48,7.75,7.63,7.67,0.12,11.59,10.845,11.435,0.744999999999999
"54",2017-02-23,5.07,0.935,1.825,4.135,10.32,9.875,10.2,0.445,7.78,7.61,7.7,0.17,11.48,10.48,11.2,1
"55",2017-02-24,6.56,1.12,1.905,5.44,10.28,9.89,10.16,0.389999999999999,7.795,7.62,7.695,0.175,11.415,10.47,11.07,0.944999999999999
"56",2017-02-25,5.26,1.355,2.6425,3.905,10.18,9.72,9.95,0.459999999999999,7.77,7.58,7.675,0.19,11.49,10.49,10.9975,1
"57",2017-02-26,11.515,1.475,3.86,10.04,9.915,9.325,9.805,0.59,7.88,7.575,7.69,0.305,11.58,10.475,11.03,1.105
"58",2017-02-27,20.26,2.1,5.01,18.16,9.785,8.69,9.6425,1.095,7.955,7.57,7.6775,0.385,12.07,10.55,11.025,1.52
"59",2017-02-28,12.25,1.895,3.5275,10.355,9.945,9.195,9.83,0.75,7.885,7.57,7.66,0.315,11.805,10.425,11.09,1.38
"60",2017-03-01,14.015,1.45,3.43,12.565,9.96,9.065,9.86,0.895000000000001,7.905,7.58,7.655,0.325,12.42,10.51,11.04,1.91
"61",2017-03-02,13.3,1.4,3.57,11.9,9.985,9.11,9.7975,0.875,7.89,7.575,7.645,0.315,12.29,10.73,11.115,1.56
"62",2017-03-03,11.505,2.355,4.165,9.15,9.92,9.17,9.72,0.75,7.87,7.58,7.6475,0.29,11.935,10.93,11.2575,1.005
"63",2017-03-04,14.045,3.37,5.5625,10.675,9.78,8.9,9.585,0.879999999999999,7.91,7.615,7.675,0.295,11.645,11.17,11.4,0.475
"64",2017-03-05,14.375,3.47,9.515,10.905,9.94,8.855,9.2775,1.085,7.875,7.72,7.8,0.155,11.8,11.47,11.56,0.33
"65",2017-03-06,10.46,2.61,5.9875,7.85,10.04,9.33,9.74,0.709999999999999,7.88,7.715,7.7625,0.165,11.81,11.04,11.495,0.770000000000001
"66",2017-03-07,10.31,2.815,5.625,7.495,10.03,9.2,9.71,0.83,7.84,7.71,7.76,0.13,11.8,11.235,11.6,0.565000000000001
"67",2017-03-08,13.605,3.54,6.915,10.065,9.85,9.03,9.525,0.82,7.91,7.72,7.795,0.19,12.385,11.24,11.72,1.145
"68",2017-03-09,23.56,4.375,9.74,19.185,9.71,8.13,9.225,1.58,7.93,7.72,7.83,0.21,12.94,11.82,12.11,1.12
"69",2017-03-10,26.125,5.585,10.87,20.54,9.51,7.91,9.07,1.6,7.94,7.73,7.8425,0.21,13.015,12.24,12.4125,0.775
"70",2017-03-11,26.94,6.41,12.58,20.53,9.39,7.705,8.865,1.685,7.93,7.74,7.91,0.19,13.27,12.28,12.495,0.99
"71",2017-03-12,27,6.75,11.165,20.25,9.315,7.755,8.79,1.56,7.94,7.75,7.9,0.19,13.375,12.405,12.72,0.970000000000001
"72",2017-03-13,26.835,5.94,10.6,20.895,9.275,7.515,8.9275,1.76,7.93,7.73,7.8575,0.199999999999999,13.885,12.47,12.98,1.415
"73",2017-03-14,27.575,6.21,10.015,21.365,9.245,7.34,8.89,1.905,7.905,7.74,7.825,0.165,14.04,12.52,13.3,1.52
"74",2017-03-15,28.28,7.16,11.585,21.12,9.18,7.005,8.85,2.175,7.88,7.73,7.825,0.149999999999999,14.34,12.37,13.76,1.97
"75",2017-03-16,24.345,6.38,10.66,17.965,9.135,7.36,8.785,1.775,7.85,7.73,7.805,0.119999999999999,14.29,12.815,13.8225,1.475
"76",2017-03-17,20.93,6.24,10.14,14.69,9.12,7.56,8.7875,1.56,7.84,7.74,7.795,0.0999999999999996,14.62,13.11,13.96,1.51
"77",2017-03-18,15.99,6.61,8.99,9.38,8.99,7.93,8.8525,1.06,7.815,7.74,7.7775,0.0750000000000002,14.83,13.505,14.46,1.325
"78",2017-03-19,16.265,6.735,10.895,9.53,9.06,7.89,8.585,1.17,7.815,7.77,7.8,0.0450000000000008,14.8,13.66,14.1975,1.14
"79",2017-03-20,17.375,7.695,11.2625,9.68,9.085,7.62,8.5075,1.465,7.83,7.77,7.8,0.0600000000000005,14.55,13.585,14.14,0.965
"80",2017-03-21,16.755,7.435,10.21,9.32,9.125,7.695,8.8625,1.43,7.85,7.8,7.81,0.0499999999999998,14.83,13.46,14.185,1.37
"81",2017-03-22,16.54,7.145,11.83,9.395,9.18,7.83,8.67,1.35,7.86,7.81,7.84,0.0500000000000007,15.04,13.59,14.1075,1.45
"82",2017-03-23,13.25,7.055,9.375,6.195,9.165,8.435,8.8825,0.729999999999999,7.905,7.82,7.855,0.085,15.02,13.83,14.2,1.19
"83",2017-03-24,21.44,6.77,13.23,14.67,9.22,8.285,8.6425,0.935,8.03,7.84,7.91,0.19,15.02,13.59,14.135,1.43
"84",2017-03-25,23.9,6.33,9.395,17.57,9.275,8.43,9.02,0.845000000000001,8.04,7.815,7.8975,0.224999999999999,14.865,13.155,13.76,1.71
"85",2017-03-26,26.965,6.39,14.6475,20.575,9.155,8.445,8.75,0.709999999999999,8.07,7.81,8.0175,0.260000000000001,15.06,13.1,13.7525,1.96
"86",2017-03-27,26.45,7.065,11.335,19.385,9.17,8.425,8.97,0.744999999999999,8.06,7.85,7.93,0.210000000000001,14.42,13.2,13.855,1.22
"87",2017-03-28,26.09,7.435,11.14,18.655,9.325,8.3,9.09,1.025,8.06,7.89,7.96,0.170000000000001,14.645,13.21,13.7425,1.435
"88",2017-03-29,26.415,5.995,10.49,20.42,9.43,7.935,9.105,1.495,8.03,7.85,7.97,0.18,14.855,13.075,13.955,1.78
"89",2017-03-30,27.935,7.12,10.23,20.815,9.295,7.525,8.93,1.77,8.01,7.885,7.965,0.125,14.88,12.915,14.1225,1.965
"90",2017-03-31,25.895,6.175,11.9325,19.72,9.435,7.395,9,2.04,7.98,7.89,7.94,0.0900000000000007,14.495,13.13,13.75,1.365
"91",2017-04-01,21.175,6.26,9.5475,14.915,9.24,7.46,9.05,1.78,7.96,7.82,7.885,0.14,14.74,12.955,14.13,1.785
"92",2017-04-02,26.48,6.575,12.13,19.905,9.12,6.235,8.47,2.885,7.875,7.8,7.8525,0.0750000000000002,14.99,12.335,14.1725,2.655
"93",2017-04-03,26.81,7.37,11.845,19.44,9.025,6.035,8.4025,2.99,7.86,7.76,7.84,0.100000000000001,15.145,12.07,14.225,3.075
"94",2017-04-04,24.475,8.085,12.535,16.39,9.1,6.325,8.1225,2.775,7.87,7.73,7.82,0.14,15.295,12.365,14.175,2.93
"95",2017-04-05,25.34,8.05,12.365,17.29,9.165,6.13,8.33,3.035,7.785,7.63,7.72,0.155,15.36,12.11,14.37,3.25
"96",2017-04-06,28.825,8.035,15.33,20.79,9.095,5.455,7.645,3.64,7.76,7.61,7.67,0.149999999999999,15.405,11.41,13.74,3.995
"97",2017-04-07,28.49,9.9,19.7875,18.59,8.71,5.875,7.76,2.835,7.725,7.62,7.685,0.105,14.45,11.48,12.7825,2.97
"98",2017-04-08,27.04,12.245,15.7675,14.795,8.65,7.25,8.205,1.4,7.715,7.68,7.7,0.0350000000000001,14.22,11.955,13.32,2.265
"99",2017-04-09,26.805,10.62,13.3475,16.185,8.76,7.525,8.26,1.235,7.73,7.68,7.705,0.0500000000000007,14.32,12.06,13.435,2.26
"100",2017-04-10,27.51,8.64,11.895,18.87,8.87,7.555,8.53,1.315,7.735,7.67,7.7125,0.0650000000000004,14.515,11.96,13.795,2.555
"101",2017-04-11,27.305,7.425,11.405,19.88,8.98,7.605,8.6125,1.375,7.73,7.66,7.72,0.0700000000000003,15.17,12.105,14.07,3.065
"102",2017-04-12,28.015,9.03,17.88,18.985,8.85,7.38,8.3725,1.47,7.74,7.68,7.725,0.0600000000000005,14.28,11.935,13.59,2.345
"103",2017-04-13,27.97,8.65,18.615,19.32,9.085,7.9,8.4,1.185,7.785,7.72,7.74,0.0650000000000004,14.545,12.16,13.615,2.385
"104",2017-04-14,20.39,6.8,12.205,13.59,9.25,8.5,8.99,0.75,7.8,7.7,7.75,0.0999999999999996,14.6,13.48,14.005,1.12
"105",2017-04-15,17.675,5.73,8.59,11.945,9.495,8.335,9.2,1.16,7.82,7.69,7.74,0.13,14.9,13.51,14.1,1.39
"106",2017-04-16,16.3,7.58,8.835,8.72,9.6,8.49,9.085,1.11,7.81,7.7,7.74,0.109999999999999,15.05,13.605,14.065,1.445
"107",2017-04-17,16.995,6.975,13.535,10.02,9.285,8.55,8.7975,0.734999999999999,7.78,7.71,7.75,0.0700000000000003,14.24,13.4,13.6275,0.84
"108",2017-04-18,15.16,7.03,10.475,8.13,9.32,8.35,8.92,0.970000000000001,7.74,7.7,7.725,0.04,14.87,13.48,13.9325,1.39
"109",2017-04-19,14.785,6.185,10.115,8.6,9.59,8.36,9.05,1.23,7.76,7.71,7.73,0.0499999999999998,15.185,13.7,14.26,1.485
"110",2017-04-20,13.98,6.205,8.795,7.775,9.765,8.6,9.16,1.165,7.79,7.71,7.75,0.0800000000000001,15.97,14.085,14.4975,1.885
"111",2017-04-21,15.74,6.265,8.57,9.475,9.725,8.715,9.23,1.01,7.8,7.71,7.77,0.0899999999999999,16.05,14.26,14.9675,1.79
"112",2017-04-22,20.8,7.05,10.275,13.75,9.655,8.025,9.1,1.63,7.83,7.73,7.7775,0.0999999999999996,16.05,13.525,14.785,2.525
"113",2017-04-23,27.535,7.77,11.82,19.765,9.445,7.025,8.9325,2.42,7.84,7.74,7.78,0.0999999999999996,15.59,12.34,14.515,3.25
"114",2017-04-24,27.72,8.29,13.85,19.43,9.4,7.13,8.6375,2.27,7.82,7.76,7.79,0.0600000000000005,15.66,12.44,14.4225,3.22
"115",2017-04-25,27.39,8.125,13.36,19.265,9.315,6.89,8.6075,2.425,7.83,7.74,7.78,0.0899999999999999,15.445,12.445,14.415,3
"116",2017-04-26,27.675,8.075,12.2,19.6,9.09,6.84,8.66,2.25,7.81,7.72,7.74,0.0899999999999999,15.45,12.375,14.715,3.075
"117",2017-04-27,26.85,7.85,13.775,19,8.81,6.895,8.405,1.915,7.78,7.705,7.735,0.0750000000000002,15.11,12.54,14.3375,2.57
"118",2017-04-28,27.475,6.84,12.9,20.635,8.93,6.125,8.44,2.805,7.77,7.64,7.72,0.13,15.17,12.12,14.46,3.05
"119",2017-04-29,28.57,5.915,11.095,22.655,8.825,5.615,8.465,3.21,7.75,7.62,7.685,0.13,15.475,11.555,14.8,3.92
"120",2017-04-30,26.885,5.815,12.88,21.07,8.715,5.72,7.905,2.995,7.7,7.6,7.65,0.100000000000001,16.08,11.92,14.9425,4.16
"121",2017-05-01,27.41,5.645,10.67,21.765,8.7,5.62,8.05,3.08,7.72,7.6,7.655,0.12,16.82,11.705,15.585,5.115
"122",2017-05-02,28.365,6.145,10.92,22.22,8.685,5.21,7.855,3.475,7.73,7.66,7.7175,0.0700000000000003,17.35,11.49,15.815,5.86
"123",2017-05-03,29.215,6.43,11.015,22.785,8.95,4.81,7.9325,4.14,7.81,7.64,7.685,0.17,18.435,11.21,15.91,7.225
"124",2017-05-04,30.1,8.235,13.75,21.865,8.37,4.53,7.5875,3.84,7.78,7.63,7.7225,0.15,17.42,10.935,15.7475,6.485
"125",2017-05-05,28.815,9.38,12.24,19.435,8.295,5,7.865,3.295,7.81,7.655,7.7425,0.154999999999999,17.205,11.445,16.07,5.76
"126",2017-05-06,29.125,9.5,14.38,19.625,8.645,5.635,7.74,3.01,7.87,7.68,7.75,0.19,17.56,11.6,15.165,5.96
"127",2017-05-07,29.675,9.64,14.835,20.035,8.56,6.33,7.87,2.23,7.835,7.73,7.7625,0.105,17.31,11.3,15.57,6.01
"128",2017-05-08,30.42,11,19.625,19.42,8.365,6.215,7.6725,2.15,7.82,7.72,7.765,0.100000000000001,17.035,10.955,14.41,6.08
"129",2017-05-09,29.88,10.97,16.545,18.91,8.29,6.31,7.855,1.98,7.82,7.735,7.77,0.085,16.23,11.2,15.46,5.03
"130",2017-05-10,30.01,14.03,19.85,15.98,8.38,6.52,7.81,1.86,7.82,7.76,7.79,0.0600000000000005,15.895,11.305,14.365,4.59
"131",2017-05-11,27.835,12.285,19.93,15.55,8.43,7.14,7.87,1.29,7.83,7.78,7.8,0.0499999999999998,16.06,12.195,14.61,3.865
"132",2017-05-12,28.005,10.345,18.7675,17.66,8.56,6.88,8.005,1.68,7.83,7.78,7.8,0.0499999999999998,16.235,12.5,15.22,3.735
"133",2017-05-13,27.485,10.825,18.2725,16.66,8.615,6.895,8.19,1.72,7.86,7.78,7.815,0.0800000000000001,16.05,12.3,14.77,3.75
"134",2017-05-14,27.855,9.925,18.455,17.93,8.695,6.31,8.135,2.385,7.84,7.74,7.81,0.0999999999999996,16.36,12.085,14.55,4.275
"135",2017-05-15,28.68,9.83,14.115,18.85,8.695,5.985,8.18,2.71,7.82,7.72,7.8,0.100000000000001,16.375,11.64,15.29,4.735
"136",2017-05-16,27.935,10.475,15.81,17.46,8.775,5.63,8.09,3.145,7.85,7.685,7.81,0.165,16.075,11.7,15.26,4.375
"137",2017-05-17,28.455,10.605,16.1675,17.85,8.79,5.185,7.97,3.605,7.85,7.65,7.79,0.199999999999999,16.585,11.42,14.73,5.165
"138",2017-05-18,24.03,9.73,14.935,14.3,8.69,6.12,7.95,2.57,7.82,7.695,7.78,0.125,17.11,12.745,15.41,4.365
"139",2017-05-19,29.82,9.86,12.9925,19.96,8.63,4.55,7.87,4.08,7.82,7.62,7.745,0.2,17.76,10.765,15.9725,6.995
"140",2017-05-20,30.955,10.57,15.325,20.385,8.56,3.94,7.46,4.62,7.82,7.6,7.715,0.220000000000001,17.715,10.28,15.7,7.435
"141",2017-05-21,30.72,11.87,15.87,18.85,8.3,4.05,7.3825,4.25,7.8,7.6,7.705,0.2,17.67,10.46,15.9,7.21
"142",2017-05-22,30.38,14.16,19.135,16.22,7.935,4.54,6.8,3.395,7.78,7.63,7.7,0.15,17.36,10.75,15.36,6.61
"143",2017-05-23,29.53,14.51,21.675,15.02,8.045,5.16,6.835,2.885,7.8,7.68,7.715,0.12,17.84,11.35,14.765,6.49
"144",2017-05-24,29.165,16.02,23.315,13.145,7.41,5.36,6.51,2.05,7.74,7.685,7.72,0.0550000000000006,16.21,11.68,14.0675,4.53
"145",2017-05-25,29.41,17.74,24.1625,11.67,7.775,5.98,6.9,1.795,7.79,7.725,7.75,0.0650000000000004,15.615,11.775,13.92,3.84
"146",2017-05-26,29.045,16.22,23.7475,12.825,7.86,6.915,7.3975,0.945,7.92,7.72,7.78,0.2,15.89,12.505,14.2775,3.385
"147",2017-05-27,28.71,13.86,23.3725,14.85,7.96,7.42,7.67,0.54,7.975,7.72,7.79,0.255,16.245,12.89,14.615,3.355
"148",2017-05-28,28.975,13.24,19.95,15.735,7.995,7.57,7.815,0.425,7.995,7.73,7.81,0.265,16.68,13.06,15.37,3.62
"149",2017-05-29,28.78,13.1,20.535,15.68,8.105,7.545,7.7975,0.56,7.96,7.75,7.815,0.21,17.01,13.075,15.51,3.935
"150",2017-05-30,27.785,12.29,18.95,15.495,8.275,7.11,7.75,1.165,7.9,7.78,7.82,0.12,16.935,13.23,15.845,3.705
"151",2017-05-31,27.73,12.61,18.95,15.12,8.33,6.875,7.68,1.455,7.85,7.79,7.815,0.0599999999999996,17.3,13.23,15.69,4.07
"152",2017-06-01,28.42,12.38,18.2125,16.04,8.275,6.42,7.58,1.855,7.82,7.77,7.8,0.0500000000000007,18.05,12.815,15.945,5.235
"153",2017-06-02,28.325,12.985,18.4475,15.34,8.33,6.205,7.44,2.125,7.83,7.74,7.7825,0.0899999999999999,18.3,12.845,16.14,5.455
"154",2017-06-03,29.875,13.365,18.53,16.51,8.31,5.35,7.19,2.96,7.85,7.68,7.765,0.17,18.03,12.005,16.14,6.025
"155",2017-06-04,29.465,13.655,20.47,15.81,8.345,5.215,7.22,3.13,7.85,7.66,7.7675,0.19,18.41,12.075,16.0675,6.335
"156",2017-06-05,29.93,14.24,20.85,15.69,8.315,4.97,7.1725,3.345,7.85,7.65,7.75,0.199999999999999,18.33,11.76,15.7,6.57
"157",2017-06-06,30.4,14.84,22.645,15.56,7.8,4.935,6.6675,2.865,7.81,7.64,7.73,0.17,17.31,11.475,14.97,5.835
"158",2017-06-07,30.67,15.495,21.33,15.175,7.96,4.98,7.31,2.98,7.72,7.53,7.6425,0.19,17.465,11.605,16.04,5.86
"159",2017-06-08,30.225,16.505,23.12,13.72,7.835,5.15,6.995,2.685,7.66,7.535,7.63,0.125,16.6,11.87,15.1575,4.73
"160",2017-06-09,29.62,13.87,21.11,15.75,7.81,5.54,7.2125,2.27,7.65,7.55,7.62,0.100000000000001,17.18,12.3,15.6225,4.88
"161",2017-06-10,29.105,15.6,22.05,13.505,7.87,6.01,7.075,1.86,7.66,7.57,7.62,0.0899999999999999,16.84,12.78,15.275,4.06
"162",2017-06-11,29.45,16,22.2975,13.45,7.99,6.015,7.39,1.975,7.67,7.59,7.645,0.0800000000000001,16.635,12.59,15.26,4.045
"163",2017-06-12,28.12,13.735,20.97,14.385,8.1,6.5,7.4875,1.6,7.67,7.61,7.65,0.0599999999999996,17.005,13.245,15.57,3.76
"164",2017-06-13,28.32,13.02,20.65,15.3,8.165,6.195,7.485,1.97,7.67,7.59,7.6475,0.0800000000000001,17.605,13.075,16.03,4.53
"165",2017-06-14,29.465,15.17,20.39,14.295,8.12,5.57,7.4525,2.55,7.69,7.57,7.65,0.12,17.535,12.41,16.1925,5.125
"166",2017-06-15,30.095,15.445,21.205,14.65,8.225,5.11,7.08,3.115,7.71,7.54,7.6375,0.17,17.83,12.07,16.245,5.76
"167",2017-06-16,29.79,15.74,21.14,14.05,8.175,4.95,6.945,3.225,7.72,7.525,7.63,0.194999999999999,18.315,12.215,16.195,6.1
"168",2017-06-17,29.95,15.51,20.285,14.44,8.265,4.82,6.97,3.445,7.76,7.52,7.63,0.24,19.325,12.18,16.79,7.145
"169",2017-06-18,30.99,16.82,18.9575,14.17,7.95,4.615,7.135,3.335,7.72,7.51,7.6375,0.21,19.81,11.595,17.785,8.215
"170",2017-06-19,31.38,19.575,24.365,11.805,7.28,4.56,6.385,2.72,7.695,7.51,7.61,0.185,17.95,11.34,15.685,6.61
"171",2017-06-20,31.045,19.72,25.0325,11.325,7.26,4.99,6.2,2.27,7.69,7.55,7.61,0.140000000000001,17.755,11.76,15.6825,5.995
"172",2017-06-21,30.63,20.96,26.015,9.67,7.32,5.93,6.5625,1.39,7.69,7.61,7.64,0.0800000000000001,17.41,12.43,15.515,4.98
"173",2017-06-22,30.94,21.065,26.93,9.875,7.565,6.02,6.8975,1.545,7.71,7.63,7.66,0.0800000000000001,17.915,12.335,15.245,5.58
"174",2017-06-23,30.675,20.99,26.26,9.685,7.265,6.44,6.825,0.824999999999999,7.7,7.64,7.68,0.0600000000000005,18.515,12.95,15.87,5.565
"175",2017-06-24,30.805,21.545,28.23,9.26,7.24,6.795,7.02,0.445,7.76,7.625,7.6875,0.135,18.38,13.42,16.275,4.96
"176",2017-06-25,30.735,21.67,27.52,9.065,7.31,6.82,7.0425,0.489999999999999,7.76,7.62,7.68,0.14,18.32,13.84,16.155,4.48
"177",2017-06-26,30.3,21.805,26.9325,8.495,7.16,6.94,7.1,0.22,7.76,7.63,7.685,0.13,18.47,14.39,16.4175,4.08
"178",2017-06-27,30.075,21.42,26.0825,8.655,7.26,6.965,7.0875,0.295,7.76,7.63,7.69,0.13,18.61,14.77,16.9025,3.84
